book_id,isbn,title,author_id,genre,language,format,pages,price,copies_sold,rating,status,publish_date
459,ISBN-100459,A Thousand Miles 933,39,History,Japanese,E-Book,843,1725.84,446265,4.82,out_of_print,1989-08-05
460,ISBN-100460,The Silent Storm 891,29,Self-Help,Japanese,Audiobook,395,1666.36,86664,4.19,published,2023-05-07
461,ISBN-100461,The Open Door 170,32,Self-Help,Japanese,E-Book,321,504.34,253753,1.5,out_of_print,2023-07-15
462,ISBN-100462,Searching for Light 210,7,History,French,E-Book,598,1054.3,286966,1.98,published,1985-05-20
463,ISBN-100463,The Final Chapter 623,23,Science Fiction,Japanese,Hardcover,772,1128.01,18138,2.67,upcoming,1985-04-06
464,ISBN-100464,The Empty Canvas 90,30,Fiction,Filipino,Paperback,328,2476.11,260681,2.29,published,2005-10-11
465,ISBN-100465,Broken Silence 901,30,Fiction,Japanese,Hardcover,635,2380.25,153496,3.54,published,1982-04-25
466,ISBN-100466,The Missing Piece 331,39,History,Japanese,Paperback,193,554.86,111343,4.08,published,1982-01-28
467,ISBN-100467,Into the Unknown 287,35,History,Japanese,Paperback,701,1167.38,38438,1.03,upcoming,2018-07-27
468,ISBN-100468,Shadows of Tomorrow 919,4,Non-Fiction,Japanese,Hardcover,158,1841.1,12531,3.92,published,2005-02-19
469,ISBN-100469,The Last Sunrise 346,4,Non-Fiction,Spanish,Paperback,819,1912.27,30555,3.75,published,1980-01-17
470,ISBN-100470,The Open Door 713,5,History,Spanish,Paperback,449,492.12,229153,1.64,published,2012-12-20
471,ISBN-100471,Forgotten Dreams 656,16,Self-Help,Spanish,Hardcover,329,2066.46,184992,4.83,published,1991-12-30
472,ISBN-100472,A New Beginning 555,22,Self-Help,French,Paperback,549,326.73,362695,1.02,out_of_print,1988-01-21
473,ISBN-100473,Searching for Light 883,37,Mystery,Filipino,Paperback,484,1818.91,163616,1.86,published,1982-07-18
474,ISBN-100474,The Golden Age 705,47,Biography,Japanese,Paperback,264,2200.57,498545,4.47,out_of_print,1990-07-31
475,ISBN-100475,The Burning Sky 800,39,History,Japanese,Audiobook,560,1405.36,426911,2.08,published,2007-12-05
476,ISBN-100476,The Broken Mirror 155,10,Fiction,Japanese,Audiobook,666,633.33,267502,3.59,published,1999-04-09
477,ISBN-100477,A New Beginning 187,6,History,English,E-Book,609,2026.02,355979,3.44,upcoming,2016-04-12
478,ISBN-100478,Beyond the Horizon 422,47,Biography,French,E-Book,712,191.16,47198,3.42,published,2000-02-01
479,ISBN-100479,The Last Sunrise 92,32,Self-Help,French,E-Book,688,2220.42,386347,1.61,upcoming,2013-05-17
480,ISBN-100480,The Long Walk Home 722,18,History,French,Paperback,134,2357.2,425487,3.5,published,2020-06-28
481,ISBN-100481,The Long Walk Home 937,18,History,Spanish,Hardcover,409,2071.89,466989,2.56,out_of_print,2005-11-10
482,ISBN-100482,Fragments of Hope 380,11,Self-Help,French,Paperback,416,931.45,171036,1.61,out_of_print,2020-07-29
483,ISBN-100483,Racing Against Time 809,34,Fantasy,English,Paperback,637,1753.12,94448,2.12,out_of_print,1990-01-23
484,ISBN-100484,The Unseen Path 850,36,Mystery,Spanish,Audiobook,635,241.55,79616,1.63,out_of_print,1996-06-04
485,ISBN-100485,The Last Sunrise 580,46,Non-Fiction,Filipino,Hardcover,426,174.98,163477,1.84,upcoming,1995-05-29
486,ISBN-100486,The Endless Road 666,3,History,Filipino,Audiobook,879,551.3,183071,1.13,published,1993-08-03
487,ISBN-100487,Into the Unknown 551,4,Non-Fiction,Spanish,Hardcover,510,2462.36,13662,4.25,upcoming,2023-08-14
488,ISBN-100488,Dark Reflections 666,7,History,English,Paperback,262,1978.67,139192,3.67,upcoming,1982-10-02
489,ISBN-100489,Into the Unknown 336,50,Self-Help,French,Audiobook,175,1859.77,214334,3.74,published,1981-06-28
490,ISBN-100490,The Endless Road 389,43,Science Fiction,Spanish,Paperback,577,2123.47,417684,4.67,published,2021-12-20
491,ISBN-100491,Letters to Nobody 659,43,Science Fiction,English,Audiobook,401,2196.11,314613,4.44,published,2012-01-04
492,ISBN-100492,Letters to Nobody 544,4,Non-Fiction,English,Audiobook,124,1370.5,331874,1.19,published,2022-03-23
493,ISBN-100493,The Unfinished Story 498,38,Fantasy,English,Paperback,348,2475.69,249344,4.43,published,1980-10-22
494,ISBN-100494,A New Beginning 670,26,Mystery,Filipino,Audiobook,176,1097.78,97315,3.72,published,2005-11-06
495,ISBN-100495,Through the Fire 492,10,Fiction,Filipino,Hardcover,422,1278.18,16279,1.59,out_of_print,2016-11-09
496,ISBN-100496,The Burning Sky 541,37,Mystery,Spanish,E-Book,675,1109.21,371052,2.49,published,2019-11-05
497,ISBN-100497,The Final Chapter 932,31,Non-Fiction,Filipino,E-Book,139,844.44,182016,2.67,out_of_print,2013-05-18
498,ISBN-100498,Letters to Nobody 169,49,History,English,E-Book,334,269.06,37582,1.23,published,1988-07-09
499,ISBN-100499,Voices from the Past 108,39,History,Japanese,Audiobook,323,1018.66,338372,1.55,upcoming,2013-06-05
500,ISBN-100500,The Wandering Soul 438,6,History,Japanese,E-Book,460,1404.33,167695,2.99,published,1990-05-05
501,ISBN-100501,The Empty Canvas 519,13,Self-Help,Japanese,E-Book,501,2331.28,370376,4.68,published,2011-08-02
502,ISBN-100502,Beyond the Horizon 46,28,Fiction,Filipino,Hardcover,298,511.85,398196,3.79,published,1987-08-15
503,ISBN-100503,The Last Sunrise 485,17,Fantasy,Spanish,E-Book,588,2156.78,231861,3.72,published,1981-07-27
504,ISBN-100504,The Final Chapter 400,3,History,English,Paperback,676,357.5,97267,1.31,published,2022-05-31
505,ISBN-100505,The Perfect Storm 62,15,Mystery,Spanish,Audiobook,225,255.3,307145,1.01,published,2010-06-01
506,ISBN-100506,Searching for Light 636,40,History,Spanish,E-Book,294,856.96,451956,2.9,out_of_print,2010-10-09
507,ISBN-100507,The Missing Piece 389,13,Self-Help,Filipino,E-Book,502,1468.59,148623,3.14,upcoming,2008-03-07
508,ISBN-100508,Falling into Place 592,27,Mystery,French,Audiobook,824,1887.59,94313,1.62,upcoming,1998-07-27
509,ISBN-100509,Shattered Illusions 474,26,Mystery,English,Hardcover,229,556.61,151091,3.26,published,2012-08-21
510,ISBN-100510,Whispers of Time 546,20,Self-Help,Filipino,E-Book,637,1609.6,492312,3.92,out_of_print,2010-09-23
511,ISBN-100511,The Turning Point 363,33,Non-Fiction,French,Paperback,577,1840.94,190519,4.95,published,1983-11-01
512,ISBN-100512,The Broken Mirror 30,45,Mystery,Filipino,Audiobook,148,2346.59,64625,2.6,published,1998-12-02
513,ISBN-100513,When Stars Fall 199,38,Fantasy,French,Paperback,835,2487.43,152090,4.29,published,1987-12-16
514,ISBN-100514,Through the Fire 573,14,Fantasy,Japanese,Audiobook,801,754.79,114746,1.64,upcoming,1990-05-06
515,ISBN-100515,Shattered Illusions 160,3,History,Spanish,Paperback,133,1629.12,146513,4.2,published,1988-03-31
516,ISBN-100516,Fragments of Hope 512,28,Fiction,Japanese,Hardcover,534,1848.87,174955,1.7,published,1993-12-13
517,ISBN-100517,Forgotten Dreams 710,3,History,Filipino,E-Book,105,1832.18,161603,4.51,out_of_print,2018-07-29
518,ISBN-100518,Dark Reflections 194,26,Mystery,French,Hardcover,454,1392.32,92738,3.44,published,2014-05-21
519,ISBN-100519,Broken Silence 551,50,Self-Help,Japanese,Hardcover,410,1095.77,243879,2.14,out_of_print,2015-02-01
520,ISBN-100520,The Perfect Storm 815,1,Science Fiction,Spanish,E-Book,631,620.27,346918,1.28,out_of_print,1987-04-07
521,ISBN-100521,The Wandering Soul 865,1,Science Fiction,Filipino,Audiobook,204,2152.63,453428,1.11,out_of_print,1988-11-14
522,ISBN-100522,A New Beginning 438,42,Fantasy,Japanese,Audiobook,313,583.89,202843,4.47,published,2009-04-14
523,ISBN-100523,The Golden Age 33,19,Mystery,French,Paperback,704,1413.2,350857,5.0,upcoming,2008-04-12
524,ISBN-100524,Forgotten Dreams 149,14,Fantasy,Filipino,Paperback,310,1544.19,229326,1.65,published,2001-12-14
525,ISBN-100525,A New Beginning 473,5,History,French,Paperback,198,1426.6,107449,4.15,upcoming,2009-07-02
526,ISBN-100526,Beyond the Clouds 219,28,Fiction,Japanese,Audiobook,774,1842.79,136645,1.07,upcoming,2002-03-01
527,ISBN-100527,The Burning Sky 964,8,Science Fiction,French,Audiobook,554,748.43,415210,3.83,upcoming,2004-01-15
528,ISBN-100528,The Burning Sky 125,47,Biography,Filipino,Audiobook,705,306.31,484647,1.09,out_of_print,1991-12-11
529,ISBN-100529,The Long Walk Home 532,11,Self-Help,Japanese,Paperback,530,2355.81,278306,2.47,upcoming,2013-07-23
530,ISBN-100530,Searching for Light 52,1,Science Fiction,Japanese,E-Book,193,1263.45,18521,4.59,published,2014-05-02
531,ISBN-100531,Letters to Nobody 813,18,History,Spanish,E-Book,522,1644.01,287376,3.09,published,1982-09-12
532,ISBN-100532,The Perfect Storm 381,30,Fiction,Spanish,E-Book,859,1640.72,484041,2.93,published,2023-01-03
533,ISBN-100533,The Unfinished Story 419,33,Non-Fiction,Japanese,Hardcover,387,657.61,390524,3.49,published,2002-06-20
534,ISBN-100534,The Wandering Soul 742,49,History,Japanese,Audiobook,475,651.32,271531,2.57,published,2012-02-21
535,ISBN-100535,The Unseen Path 123,15,Mystery,Spanish,Paperback,360,1857.25,254655,1.32,upcoming,2008-11-23
536,ISBN-100536,Racing Against Time 169,38,Fantasy,Spanish,E-Book,556,1518.09,187012,4.47,published,2013-09-26
537,ISBN-100537,The Unfinished Story 254,7,History,French,Hardcover,292,1031.4,193889,3.94,published,2021-07-18
538,ISBN-100538,The Unfinished Story 745,22,Self-Help,Japanese,Audiobook,342,2427.25,308326,3.19,published,1990-02-04
539,ISBN-100539,The Perfect Storm 371,17,Fantasy,Spanish,Audiobook,329,1317.47,282316,3.09,published,2007-09-06
540,ISBN-100540,Racing Against Time 638,22,Self-Help,Japanese,Hardcover,671,1607.36,444523,4.77,upcoming,2021-02-15
541,ISBN-100541,Beyond the Horizon 201,24,Self-Help,Japanese,Paperback,722,1290.38,69893,2.39,published,2010-04-03
542,ISBN-100542,The Turning Point 365,35,History,English,Hardcover,672,1553.45,435305,3.86,upcoming,1993-06-25
543,ISBN-100543,The Last Sunrise 75,50,Self-Help,Spanish,Audiobook,89,2464.14,275757,2.17,published,1994-07-21
544,ISBN-100544,Whispers of Time 388,18,History,English,Paperback,808,2223.7,407501,4.26,upcoming,2019-06-14
545,ISBN-100545,The Unseen Path 933,23,Science Fiction,Japanese,Hardcover,612,2083.67,144803,3.61,published,1992-04-22
546,ISBN-100546,Through the Fire 804,47,Biography,English,Hardcover,155,1447.15,19397,2.31,published,1992-03-01
547,ISBN-100547,The Missing Piece 668,32,Self-Help,French,Paperback,380,1564.08,312788,4.75,upcoming,2008-02-19
548,ISBN-100548,The Awakening 54,19,Mystery,Japanese,E-Book,325,1738.8,125970,3.59,out_of_print,2010-04-25
549,ISBN-100549,A Thousand Miles 961,25,Biography,Filipino,Hardcover,298,1806.62,252976,1.53,published,1984-01-22
550,ISBN-100550,Into the Unknown 598,42,Fantasy,Filipino,Hardcover,859,422.29,113250,4.29,upcoming,2007-06-13
551,ISBN-100551,A Thousand Miles 94,49,History,Spanish,Audiobook,231,2331.83,343508,1.24,out_of_print,2010-10-23
552,ISBN-100552,The Perfect Storm 893,6,History,Filipino,Paperback,756,1562.36,441137,1.86,published,1990-11-01
553,ISBN-100553,Shadows of Tomorrow 630,13,Self-Help,Filipino,Audiobook,170,2383.18,314798,1.22,out_of_print,2003-05-06
554,ISBN-100554,The Broken Mirror 200,25,Biography,Spanish,Audiobook,154,2440.36,460580,1.45,upcoming,2005-04-19
555,ISBN-100555,The Perfect Storm 601,1,Science Fiction,Spanish,Hardcover,570,1578.56,475138,4.39,published,1992-03-24
556,ISBN-100556,The Long Walk Home 622,40,History,Japanese,Hardcover,864,1540.76,4595,4.61,upcoming,2022-06-27
557,ISBN-100557,A New Beginning 626,47,Biography,French,Paperback,246,1406.61,413773,3.75,published,2015-03-04
558,ISBN-100558,Fragments of Hope 180,44,Science Fiction,English,Hardcover,418,2135.3,467020,4.18,published,2015-11-04
559,ISBN-100559,When Stars Fall 282,5,History,English,Audiobook,595,2446.91,384429,2.27,published,2000-12-11
560,ISBN-100560,The Hidden Truth 358,43,Science Fiction,French,E-Book,164,438.04,136336,3.08,published,1999-06-10
561,ISBN-100561,The Wandering Soul 854,25,Biography,Japanese,Paperback,900,715.69,245420,3.41,out_of_print,2019-11-16
562,ISBN-100562,The Awakening 568,7,History,Spanish,Paperback,581,1445.6,4897,1.8,published,1999-04-09
563,ISBN-100563,A New Beginning 965,31,Non-Fiction,French,Audiobook,468,377.32,90346,1.6,out_of_print,1985-12-07
564,ISBN-100564,The Golden Age 251,42,Fantasy,Filipino,Audiobook,122,1997.02,453274,1.5,published,2015-03-14
565,ISBN-100565,The Golden Age 670,6,History,Japanese,E-Book,583,1231.44,205850,3.62,published,1991-12-31
566,ISBN-100566,The Open Door 172,29,Self-Help,Japanese,Paperback,784,1285.14,133219,1.83,upcoming,2008-01-09
567,ISBN-100567,Voices from the Past 747,29,Self-Help,Filipino,Hardcover,403,757.62,236228,3.6,out_of_print,2017-05-30
568,ISBN-100568,Broken Silence 495,4,Non-Fiction,French,Paperback,92,2255.66,181761,1.56,out_of_print,2021-09-22
569,ISBN-100569,A New Beginning 418,3,History,Filipino,Paperback,690,664.13,241380,2.82,published,2010-07-30
570,ISBN-100570,The Empty Canvas 550,14,Fantasy,English,Paperback,788,807.98,112821,1.46,out_of_print,1985-11-11
571,ISBN-100571,The Broken Mirror 647,20,Self-Help,English,Paperback,572,261.96,363852,3.06,published,1981-11-22
572,ISBN-100572,Forgotten Dreams 66,12,Biography,English,Hardcover,542,1260.84,114940,2.6,out_of_print,1987-09-24
573,ISBN-100573,The Lost Kingdom 446,27,Mystery,English,Paperback,481,794.83,334835,2.31,upcoming,2009-11-23
574,ISBN-100574,Shadows of Tomorrow 787,9,Non-Fiction,Japanese,Paperback,311,1349.37,368434,2.98,published,2009-07-19
575,ISBN-100575,The Missing Piece 698,7,History,Japanese,Paperback,713,1195.24,243652,3.99,out_of_print,2006-04-01
576,ISBN-100576,Shattered Illusions 830,13,Self-Help,Filipino,Paperback,346,1595.66,167968,1.07,published,2015-10-11
577,ISBN-100577,Beyond the Horizon 306,30,Fiction,Filipino,Hardcover,624,768.24,493263,1.04,published,2013-11-25
578,ISBN-100578,The Lost Kingdom 959,5,History,Spanish,Hardcover,253,2386.65,246120,3.11,published,1998-09-27
579,ISBN-100579,The Silent Storm 471,24,Self-Help,Japanese,Hardcover,477,692.1,453233,2.77,published,2008-09-26
580,ISBN-100580,Shattered Illusions 682,43,Science Fiction,French,Hardcover,477,876.61,220424,1.89,out_of_print,1988-08-04
581,ISBN-100581,The Wandering Soul 631,23,Science Fiction,Filipino,E-Book,788,348.23,341361,2.1,published,2013-01-03
582,ISBN-100582,Broken Silence 333,48,Mystery,French,Paperback,107,517.4,70267,2.52,upcoming,2000-10-12
583,ISBN-100583,The Last Sunrise 83,1,Science Fiction,English,Hardcover,638,1857.08,183302,1.53,published,2006-05-21
584,ISBN-100584,The Missing Piece 867,33,Non-Fiction,Filipino,Audiobook,692,1846.88,56927,1.1,out_of_print,1988-09-18
585,ISBN-100585,The Long Walk Home 205,18,History,French,Hardcover,789,2355.93,376803,1.19,published,2002-01-13
586,ISBN-100586,The Awakening 540,41,History,French,Audiobook,340,1463.52,43976,3.13,upcoming,2007-06-17
587,ISBN-100587,The Turning Point 494,33,Non-Fiction,Spanish,Audiobook,229,445.58,72233,4.25,published,1984-05-22
588,ISBN-100588,Through the Fire 604,11,Self-Help,Japanese,E-Book,759,2038.08,442301,2.62,out_of_print,1983-03-25
589,ISBN-100589,The Empty Canvas 527,34,Fantasy,Filipino,E-Book,674,1651.33,119362,3.54,published,1989-07-12
590,ISBN-100590,Beyond the Clouds 883,13,Self-Help,Filipino,Audiobook,228,1240.81,34912,2.87,upcoming,2000-09-27
591,ISBN-100591,Fragments of Hope 640,46,Non-Fiction,Filipino,Audiobook,893,923.83,345313,4.94,published,2011-07-13
592,ISBN-100592,Beyond the Horizon 534,26,Mystery,French,Paperback,474,821.08,358431,1.93,out_of_print,1989-12-04
593,ISBN-100593,Shattered Illusions 284,5,History,English,Hardcover,327,977.33,60576,3.41,published,2022-10-28
594,ISBN-100594,The Lost Kingdom 331,32,Self-Help,French,Hardcover,782,431.28,84506,4.06,out_of_print,1990-01-21
595,ISBN-100595,Whispers of Time 967,17,Fantasy,French,Audiobook,261,2448.01,433251,2.0,published,2018-10-26
596,ISBN-100596,The Endless Road 491,21,Fantasy,Filipino,E-Book,892,292.16,392129,3.75,published,1987-12-27
597,ISBN-100597,The Burning Sky 872,10,Fiction,English,Paperback,860,1999.07,433866,3.24,published,1999-07-31
598,ISBN-100598,Beneath the Surface 441,37,Mystery,English,Hardcover,107,1707.71,76918,4.64,published,2018-11-24
599,ISBN-100599,The Golden Age 580,33,Non-Fiction,Filipino,Hardcover,837,2145.93,382720,3.39,upcoming,2003-06-06
600,ISBN-100600,Beyond the Horizon 870,5,History,English,E-Book,172,2243.06,42912,4.4,out_of_print,2008-12-25
601,ISBN-100601,Beyond the Horizon 652,35,History,Filipino,Audiobook,165,2114.7,141362,3.47,published,2010-12-23
602,ISBN-100602,The Hidden Truth 559,35,History,Filipino,Paperback,440,461.76,309190,3.89,published,2001-07-19
603,ISBN-100603,Shattered Illusions 306,5,History,French,Audiobook,835,2237.12,20640,2.96,published,2005-06-08
604,ISBN-100604,Beneath the Surface 529,50,Self-Help,English,E-Book,107,948.28,34299,2.15,out_of_print,1994-08-06
605,ISBN-100605,The Lost Kingdom 843,15,Mystery,Filipino,E-Book,885,465.64,43683,2.89,published,1988-04-08
606,ISBN-100606,The Empty Canvas 704,15,Mystery,French,Hardcover,639,1139.61,125640,1.83,published,2010-06-08
607,ISBN-100607,Falling into Place 626,27,Mystery,French,Audiobook,640,1006.05,131211,3.02,published,2011-11-03
608,ISBN-100608,The Long Walk Home 37,8,Science Fiction,Japanese,Paperback,345,1779.97,197389,4.67,published,1983-05-29
609,ISBN-100609,Fragments of Hope 928,42,Fantasy,French,Audiobook,461,1199.14,7357,4.62,published,2013-10-06
610,ISBN-100610,Falling into Place 70,31,Non-Fiction,Filipino,Paperback,309,1984.29,499070,1.02,published,2015-05-15
611,ISBN-100611,A Thousand Miles 791,48,Mystery,French,Audiobook,294,496.58,373383,2.47,published,1992-01-26
612,ISBN-100612,The Broken Mirror 499,5,History,English,Hardcover,606,1955.88,295503,1.69,upcoming,1998-07-05
613,ISBN-100613,The Golden Age 721,38,Fantasy,Spanish,E-Book,465,1282.04,415968,1.03,published,2004-02-10
614,ISBN-100614,The Missing Piece 613,20,Self-Help,English,Hardcover,446,1945.19,56744,2.55,published,2008-05-02
615,ISBN-100615,Broken Silence 752,30,Fiction,French,E-Book,285,2442.32,369736,3.77,upcoming,2010-04-29
616,ISBN-100616,The Last Sunrise 584,44,Science Fiction,Filipino,Audiobook,814,523.22,82153,4.9,out_of_print,2014-06-22
617,ISBN-100617,Whispers of Time 959,3,History,Filipino,E-Book,316,1598.49,252053,3.19,out_of_print,2009-04-29
618,ISBN-100618,The Awakening 780,13,Self-Help,English,E-Book,821,2128.77,105321,1.54,published,1995-02-20
619,ISBN-100619,Falling into Place 105,21,Fantasy,Japanese,Audiobook,895,731.09,163843,1.53,published,1990-04-20
620,ISBN-100620,The Open Door 36,44,Science Fiction,Japanese,Audiobook,541,1702.39,71905,2.45,published,2003-10-02
621,ISBN-100621,Letters to Nobody 609,50,Self-Help,Japanese,E-Book,529,244.26,237725,3.08,upcoming,1990-06-19
622,ISBN-100622,The Endless Road 399,2,Science Fiction,Japanese,E-Book,351,882.97,391621,4.78,published,2023-06-16
623,ISBN-100623,Beyond the Horizon 756,11,Self-Help,Filipino,Hardcover,210,298.45,117196,2.66,published,1992-10-02
624,ISBN-100624,The Turning Point 978,48,Mystery,Japanese,Hardcover,204,1339.38,241468,4.84,published,2007-02-05
625,ISBN-100625,The Unfinished Story 833,49,History,English,E-Book,811,703.33,88811,3.03,published,2007-09-04
626,ISBN-100626,The Long Walk Home 417,39,History,Spanish,E-Book,216,2033.62,173634,1.01,published,1988-11-11
627,ISBN-100627,The Burning Sky 312,43,Science Fiction,Spanish,Paperback,153,879.3,437310,4.09,published,2016-02-11
628,ISBN-100628,The Missing Piece 167,5,History,English,Hardcover,699,2022.03,252082,2.06,published,2005-11-23
629,ISBN-100629,The Open Door 721,15,Mystery,English,Hardcover,593,1080.32,290964,3.61,published,1997-11-28
630,ISBN-100630,Voices from the Past 122,32,Self-Help,French,Hardcover,527,258.21,20458,2.58,published,2023-07-14
631,ISBN-100631,Fragments of Hope 748,42,Fantasy,Spanish,E-Book,333,1033.15,292515,4.08,published,1984-01-18
632,ISBN-100632,Whispers of Time 151,9,Non-Fiction,Filipino,Audiobook,815,556.85,438632,3.36,out_of_print,2009-07-08
633,ISBN-100633,The Lost Kingdom 208,8,Science Fiction,Filipino,Paperback,83,1429.98,474024,2.75,out_of_print,1999-10-13
634,ISBN-100634,A Thousand Miles 955,39,History,Spanish,Audiobook,765,998.85,313881,1.28,published,1989-08-16
635,ISBN-100635,Forgotten Dreams 881,10,Fiction,English,E-Book,834,794.0,126568,1.42,published,1980-01-06
636,ISBN-100636,The Long Walk Home 743,47,Biography,French,E-Book,706,606.04,215885,2.28,published,1991-01-03
637,ISBN-100637,The Open Door 643,34,Fantasy,French,E-Book,793,1750.32,445110,4.96,published,1994-09-19
638,ISBN-100638,Racing Against Time 708,38,Fantasy,Filipino,Paperback,830,1325.15,274996,3.28,published,1998-02-25
639,ISBN-100639,The Last Sunrise 223,49,History,Japanese,E-Book,121,1816.43,127827,1.61,published,1999-08-03
640,ISBN-100640,Forgotten Dreams 147,17,Fantasy,Spanish,Hardcover,746,1025.46,370872,3.45,out_of_print,1997-05-24
641,ISBN-100641,The Unfinished Story 635,1,Science Fiction,Spanish,Hardcover,532,2197.86,244418,3.52,out_of_print,1991-10-22
642,ISBN-100642,Falling into Place 568,11,Self-Help,English,E-Book,475,1654.11,233870,3.5,out_of_print,2016-11-13
643,ISBN-100643,Whispers of Time 384,22,Self-Help,English,Audiobook,291,1695.82,59681,1.46,published,1990-04-30
644,ISBN-100644,Broken Silence 228,13,Self-Help,Filipino,Audiobook,796,1731.76,126545,1.37,published,2016-07-17
645,ISBN-100645,The Awakening 452,5,History,Filipino,Hardcover,821,2478.36,51636,3.49,upcoming,2017-01-01
646,ISBN-100646,The Turning Point 183,22,Self-Help,Japanese,Hardcover,720,1681.17,317966,4.32,upcoming,2018-11-14
647,ISBN-100647,Falling into Place 317,32,Self-Help,English,Paperback,112,1313.85,1427,2.38,published,2016-02-23
648,ISBN-100648,The Broken Mirror 231,34,Fantasy,French,Audiobook,438,262.92,363383,1.42,published,1999-08-02
649,ISBN-100649,The Hidden Truth 815,19,Mystery,Filipino,Audiobook,179,1114.82,282583,1.3,out_of_print,1993-06-24
650,ISBN-100650,Falling into Place 791,17,Fantasy,French,Hardcover,613,882.9,72225,4.25,upcoming,1986-01-21
651,ISBN-100651,The Silent Storm 687,36,Mystery,Filipino,E-Book,560,1297.07,47539,3.56,published,1991-04-20
652,ISBN-100652,The Unfinished Story 624,40,History,French,E-Book,349,1941.26,108083,3.47,out_of_print,1980-05-08
653,ISBN-100653,The Turning Point 952,19,Mystery,French,Hardcover,391,2388.79,394448,2.24,upcoming,2010-08-28
654,ISBN-100654,The Golden Age 148,5,History,Spanish,Hardcover,636,2107.0,377927,1.71,published,2003-05-02
655,ISBN-100655,Beyond the Clouds 93,27,Mystery,Filipino,Hardcover,830,1080.19,26840,2.86,published,2003-01-25
656,ISBN-100656,The Turning Point 804,4,Non-Fiction,English,E-Book,743,1805.99,406377,3.46,upcoming,2020-05-29
657,ISBN-100657,The Turning Point 2,33,Non-Fiction,Filipino,E-Book,811,2371.24,106789,1.31,published,1992-03-30
658,ISBN-100658,The Long Walk Home 104,4,Non-Fiction,Spanish,Audiobook,518,605.67,491536,2.31,published,2001-03-10
659,ISBN-100659,Beyond the Horizon 86,41,History,Filipino,Audiobook,599,1367.25,226874,1.8,out_of_print,1999-07-26
660,ISBN-100660,Echoes in the Dark 823,41,History,Japanese,Paperback,80,2242.35,389018,2.6,upcoming,2022-05-02
661,ISBN-100661,The Unseen Path 218,9,Non-Fiction,Japanese,Audiobook,426,1607.84,238512,2.48,upcoming,2022-10-09
662,ISBN-100662,The Final Chapter 67,35,History,Spanish,Hardcover,677,1162.3,473607,1.5,published,2005-05-10
663,ISBN-100663,The Open Door 578,2,Science Fiction,English,Paperback,674,2264.66,90031,3.85,upcoming,1995-01-04
664,ISBN-100664,Shadows of Tomorrow 495,37,Mystery,Spanish,Paperback,742,2011.14,232250,1.07,published,1999-07-14
665,ISBN-100665,The Last Sunrise 864,29,Self-Help,Spanish,E-Book,452,998.96,19333,2.99,published,2016-08-05
666,ISBN-100666,The Long Walk Home 348,46,Non-Fiction,Spanish,Paperback,525,661.7,39132,2.48,published,2019-05-18
667,ISBN-100667,The Unfinished Story 571,9,Non-Fiction,Japanese,Paperback,470,2202.44,18946,3.02,published,2005-10-03
668,ISBN-100668,Echoes in the Dark 627,23,Science Fiction,Spanish,Audiobook,131,644.9,488012,4.99,upcoming,1980-10-21
669,ISBN-100669,The Lost Kingdom 863,15,Mystery,Spanish,Hardcover,300,2232.86,469952,4.62,upcoming,1990-07-16
670,ISBN-100670,The Turning Point 982,38,Fantasy,French,E-Book,273,1038.18,406026,1.44,published,1982-06-13
671,ISBN-100671,The Missing Piece 680,29,Self-Help,French,E-Book,594,220.01,445445,2.72,published,1990-04-21
672,ISBN-100672,Beneath the Surface 394,19,Mystery,Filipino,Paperback,84,1218.64,367857,4.15,published,2005-04-12
673,ISBN-100673,A Thousand Miles 615,13,Self-Help,English,E-Book,517,1246.29,12315,4.8,published,2013-06-18
674,ISBN-100674,The Final Chapter 788,7,History,Spanish,Paperback,352,1829.36,40490,1.57,published,2001-04-26
675,ISBN-100675,The Long Walk Home 621,19,Mystery,Japanese,Audiobook,153,1885.47,329095,3.01,published,1997-05-22
676,ISBN-100676,The Hidden Truth 504,33,Non-Fiction,Filipino,E-Book,478,169.39,405386,3.24,out_of_print,2003-01-25
677,ISBN-100677,The Empty Canvas 396,9,Non-Fiction,English,E-Book,393,588.41,356061,3.99,published,1992-06-11
678,ISBN-100678,The Wandering Soul 391,32,Self-Help,Japanese,Audiobook,174,1659.7,182816,2.47,published,2020-08-31
679,ISBN-100679,Into the Unknown 864,9,Non-Fiction,Spanish,E-Book,726,1893.87,46974,1.01,upcoming,1999-03-02
680,ISBN-100680,Shadows of Tomorrow 735,30,Fiction,English,Paperback,710,1633.04,261406,3.55,out_of_print,2007-02-16
681,ISBN-100681,Beyond the Horizon 415,37,Mystery,Filipino,Paperback,301,816.07,346828,4.66,published,2018-08-27
682,ISBN-100682,The Golden Age 132,26,Mystery,Filipino,E-Book,177,2469.14,311304,4.4,published,2012-01-14
683,ISBN-100683,Beyond the Clouds 322,23,Science Fiction,Japanese,Audiobook,706,1764.44,364400,4.05,upcoming,2013-05-22
684,ISBN-100684,The Turning Point 539,35,History,Japanese,Audiobook,894,358.38,448278,1.09,published,1990-04-03
685,ISBN-100685,The Turning Point 592,4,Non-Fiction,French,Audiobook,704,2447.72,105777,3.66,upcoming,1999-08-01
686,ISBN-100686,The Final Chapter 168,18,History,English,Hardcover,157,594.49,132335,2.72,upcoming,1994-07-19
687,ISBN-100687,Fragments of Hope 453,5,History,Japanese,Audiobook,631,758.14,481899,1.38,published,2007-05-09
